lead_time,days_in_waiting_list,adr,revenue,total_of_special_requests,booking_changes,is_canceled,customer_type_id,guest_type_id,hotel_id,arrival_date_id,nights_stayed_id,reservation_details_id,market_key,guests_info_id,reservation_status_id,deposit_type_id,primary_key
50,0,60.0,180.0,0,0,0,1,2,2,134,3,13,341,79759,1,1,79759
49,0,60.0,300.0,0,0,0,1,2,2,132,5,13,341,79760,1,1,79760
1,0,83.2,332.8,0,0,0,1,2,2,133,4,2,137,79761,1,1,79761
48,0,43.5,174.0,0,0,0,1,2,2,133,4,2,336,79762,1,1,79762
53,0,64.6,323.0,3,0,0,1,7,2,132,5,23,337,79763,1,1,79763
12,0,95.0,380.0,0,0,0,1,2,2,133,4,2,331,79764,1,1,79764
2,0,79.0,79.0,0,0,0,1,1,2,136,1,2,337,79765,1,1,79765
9,0,77.93,0.0,1,0,1,2,2,2,143,2,13,334,79766,2,1,79766
39,0,90.95,363.8,0,0,0,4,2,2,133,4,2,331,79767,1,1,79767
0,0,85.0,170.0,0,0,0,1,2,2,135,2,2,331,79768,1,1,79768
44,0,60.0,180.0,1,0,0,8,2,2,134,3,13,341,79769,1,1,79769
44,0,60.0,180.0,1,0,0,8,2,2,134,3,13,341,79770,1,1,79770
50,0,69.0,276.0,0,0,0,1,2,2,133,4,13,341,79771,1,1,79771
20,0,75.0,300.0,0,0,0,1,2,2,133,4,2,337,79772,1,1,79772
15,0,90.95,363.8,0,0,0,1,2,2,133,4,2,331,79773,1,1,79773
5,0,76.58,306.32,0,0,0,1,2,2,133,4,13,334,79774,1,1,79774
5,0,76.58,306.32,1,0,0,1,2,2,133,4,13,334,79775,1,1,79775
56,0,76.0,304.0,0,0,0,1,2,2,133,4,2,337,79776,1,1,79776
47,0,60.0,180.0,0,0,0,1,2,2,134,3,13,341,79777,1,1,79777
37,0,90.95,363.8,1,0,0,4,2,2,134,4,2,331,79778,1,1,79778
1,0,79.0,79.0,0,0,0,5,1,2,137,1,2,8,79779,1,1,79779
1,0,79.0,79.0,0,0,0,5,1,2,221,1,2,8,79780,1,1,79780
1,0,79.0,79.0,0,0,0,5,1,2,137,1,2,8,79781,1,1,79781
1,0,79.0,79.0,0,0,0,5,1,2,137,1,2,8,79782,1,1,79782
1,0,79.0,79.0,0,0,0,5,1,2,137,1,2,8,79783,1,1,79783
3,0,72.75,436.5,1,0,0,1,2,2,132,27,13,334,79784,1,1,79784
32,0,96.3,96.3,3,0,0,3,2,2,137,1,2,331,79785,1,1,79785
28,0,85.6,342.4,0,0,0,1,2,2,134,4,2,369,79786,1,1,79786
19,0,99.45,397.8,1,0,0,4,2,2,134,4,7,331,79787,1,1,79787
14,0,47.78,430.02,0,0,0,1,2,2,129,17,2,336,79788,1,1,79788
1,0,78.0,78.0,0,0,0,2,5,2,137,1,12,1,79789,1,1,79789
2,0,85.0,85.0,1,0,0,2,5,2,451,1,12,1,79790,1,1,79790
10,0,12.0,24.0,0,1,0,4,2,2,136,2,2,331,79791,1,1,79791
4,0,104.0,208.0,1,0,0,2,2,2,136,2,33,337,79792,1,1,79792
13,0,90.95,636.65,1,0,0,1,2,2,131,7,2,331,79793,1,1,79793
28,0,85.6,171.2,1,2,0,2,2,2,136,2,23,382,79794,1,1,79794
36,0,96.3,192.6,1,0,0,2,2,2,136,2,2,331,79795,1,1,79795
0,0,85.0,85.0,2,3,0,4,2,2,137,1,103,331,79796,1,1,79796
1,0,75.0,75.0,0,0,0,2,2,2,137,1,13,1,79797,1,1,79797
1,0,75.0,75.0,0,0,0,2,2,2,137,1,13,1,79798,1,1,79798
51,0,69.0,276.0,1,1,0,1,2,2,134,4,13,341,79799,1,1,79799
51,0,60.0,240.0,1,0,0,1,2,2,134,4,13,341,79800,1,1,79800
4,0,85.0,85.0,1,0,0,1,2,2,137,1,2,337,79801,1,1,79801
0,0,107.0,107.0,2,1,0,4,4,2,137,1,13,331,79802,1,1,79802
50,0,60.0,180.0,0,0,0,1,2,2,136,14,13,341,79803,1,1,79803
2,0,91.0,273.0,0,0,0,4,1,2,136,14,2,331,79804,1,1,79804
23,0,90.95,363.8,1,0,0,3,2,2,135,11,2,331,79805,1,1,79805
50,0,90.0,270.0,1,0,0,1,4,2,136,14,13,341,79806,1,1,79806
13,0,65.0,65.0,0,0,0,2,1,2,138,23,2,8,79807,1,1,79807
13,0,65.0,65.0,0,0,0,2,1,2,138,23,2,8,79808,1,1,79808
31,0,65.0,130.0,0,0,0,2,1,2,166,2,2,8,79809,1,1,79809
10,0,66.0,66.0,0,1,0,6,1,2,212,1,2,8,79810,1,1,79810
7,0,84.0,168.0,0,2,0,2,2,2,247,2,2,8,79811,1,1,79811
37,0,77.0,77.0,0,1,0,6,2,2,249,23,2,8,79812,1,1,79812
55,0,65.0,130.0,0,0,0,6,1,2,267,2,2,8,79813,1,1,79813
45,0,65.0,0.0,0,0,1,6,1,2,277,23,2,8,79814,2,1,79814
58,0,79.2,237.60000000000002,1,0,0,3,2,2,136,14,2,331,79815,1,1,79815
63,0,85.0,340.0,1,0,0,4,2,2,135,11,2,331,79816,1,1,79816
17,0,38.67,116.01,0,0,0,1,2,2,136,14,2,336,79817,1,1,79817
23,0,93.33,0.0,1,0,1,3,2,2,156,14,162,331,79818,2,1,79818
23,0,93.33,0.0,1,0,1,3,2,2,156,14,162,331,79819,2,1,79819
3,0,64.0,192.0,0,0,0,4,2,2,136,14,23,341,79820,1,1,79820
9,0,107.0,428.0,1,1,0,4,2,2,135,11,13,331,79821,1,1,79821
55,0,117.0,0.0,0,0,1,3,2,2,176,28,13,331,79822,2,1,79822
37,0,131.4,0.0,1,0,1,3,2,2,142,3,13,331,79823,2,1,79823
23,0,89.0,0.0,0,0,1,2,1,2,144,15,2,331,79824,2,1,79824
50,0,60.0,180.0,0,0,0,1,2,2,136,14,13,341,79825,1,1,79825
5,0,73.15,73.15,0,0,0,1,1,2,138,23,103,334,79826,1,1,79826
22,0,87.0,174.0,1,0,0,4,2,2,137,22,2,331,79827,1,1,79827
39,0,96.3,288.9,2,0,0,4,2,2,136,14,2,331,79828,1,1,79828
46,0,60.0,180.0,0,0,0,7,2,2,136,14,13,341,79829,1,1,79829
35,0,81.0,162.0,1,0,0,1,1,2,137,22,2,337,79830,1,1,79830
125,0,81.0,0.0,1,0,1,3,2,2,229,20,162,331,79831,2,1,79831
125,0,81.0,0.0,1,0,1,3,2,2,229,20,162,331,79832,2,1,79832
0,0,74.69,74.69,0,0,0,1,1,2,138,23,2,334,79833,1,1,79833
22,0,85.6,0.0,0,0,1,3,2,2,157,20,2,369,79834,2,1,79834
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79835,2,3,79835
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79836,2,3,79836
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79837,2,3,79837
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79838,2,3,79838
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79839,2,3,79839
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79840,2,3,79840
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79841,2,3,79841
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79842,2,3,79842
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79843,2,3,79843
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79844,2,3,79844
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79845,2,3,79845
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79846,2,3,79846
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79847,2,3,79847
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79848,2,3,79848
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79849,2,3,79849
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79850,2,3,79850
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79851,2,3,79851
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79852,2,3,79852
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79853,2,3,79853
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79854,2,3,79854
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79855,2,3,79855
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79856,2,3,79856
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79857,2,3,79857
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79858,2,3,79858
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79859,2,3,79859
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79860,2,3,79860
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79861,2,3,79861
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79862,2,3,79862
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79863,2,3,79863
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79864,2,3,79864
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79865,2,3,79865
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79866,2,3,79866
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79867,2,3,79867
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79868,2,3,79868
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79869,2,3,79869
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79870,2,3,79870
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79871,2,3,79871
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79872,2,3,79872
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79873,2,3,79873
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79874,2,3,79874
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79875,2,3,79875
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79876,2,3,79876
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79877,2,3,79877
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79878,2,3,79878
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79879,2,3,79879
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79880,2,3,79880
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79881,2,3,79881
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79882,2,3,79882
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79883,2,3,79883
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79884,2,3,79884
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79885,2,3,79885
33,0,110.0,0.0,0,0,1,2,2,2,786,2,2,365,79886,2,3,79886
61,0,81.9,327.6,1,0,0,1,2,2,135,11,13,331,79887,1,1,79887
23,0,69.0,0.0,0,0,1,2,2,2,786,5,2,340,79888,2,1,79888
19,0,69.0,0.0,0,0,1,2,2,2,157,20,2,340,79889,2,1,79889
19,0,69.0,0.0,0,0,1,2,2,2,157,20,2,340,79890,2,1,79890
19,0,69.0,0.0,0,0,1,2,2,2,157,20,2,340,79891,2,1,79891
19,0,69.0,0.0,0,0,1,2,2,2,157,20,2,340,79892,2,1,79892
19,0,69.0,0.0,0,0,1,2,2,2,157,15,2,340,79893,2,1,79893
19,0,69.0,0.0,0,0,1,2,2,2,157,12,2,340,79894,2,1,79894
15,0,69.0,0.0,0,0,1,2,2,2,153,2,2,340,79895,2,1,79895
15,0,69.0,0.0,0,0,1,2,2,2,153,2,2,340,79896,2,1,79896
25,0,68.0,476.0,1,0,0,1,2,2,133,7,2,383,79897,1,1,79897
52,0,60.0,300.0,0,0,0,1,2,2,135,12,13,341,79898,1,1,79898
47,0,60.0,180.0,0,1,0,8,2,2,137,20,13,341,79899,1,1,79899
7,0,79.0,79.0,0,0,0,1,1,2,139,23,2,8,79900,1,1,79900
61,0,81.9,245.70000000000002,2,0,0,1,2,2,137,20,13,331,79901,1,1,79901
25,0,77.77,77.77,0,0,0,1,1,2,139,23,2,334,79902,1,1,79902
3,0,64.0,0.0,0,0,1,2,2,2,142,3,2,383,79903,2,1,79903
18,0,104.0,104.0,0,0,0,1,2,2,139,23,27,331,79904,1,1,79904
29,0,46.67,140.01,0,0,0,1,2,2,137,20,13,336,79905,1,1,79905
7,0,91.0,91.0,2,0,0,4,1,2,139,23,2,331,79906,1,1,79906
7,0,91.0,91.0,2,0,0,4,1,2,139,23,2,331,79907,1,1,79907
7,0,91.0,91.0,2,0,0,4,1,2,139,23,2,331,79908,1,1,79908
51,0,60.0,300.0,0,0,0,1,2,2,135,12,13,341,79909,1,1,79909
0,0,94.59,94.59,0,0,0,2,2,2,139,23,6,23,79910,1,1,79910
1,0,94.59,189.18,0,0,0,2,2,2,470,2,2,23,79911,1,1,79911
22,0,87.0,261.0,1,0,0,4,2,2,137,20,2,331,79912,1,1,79912
74,0,86.58,0.0,0,0,1,3,2,2,181,12,162,331,79913,2,1,79913
74,0,86.58,0.0,0,0,1,3,2,2,181,12,162,331,79914,2,1,79914
51,0,60.0,180.0,0,0,0,1,2,2,137,20,13,341,79915,1,1,79915
49,0,60.0,300.0,0,0,0,1,2,2,135,12,13,341,79916,1,1,79916
50,0,60.0,300.0,0,0,0,1,2,2,135,12,13,341,79917,1,1,79917
4,0,81.0,243.0,1,0,0,1,2,2,137,20,162,337,79918,1,1,79918
4,0,81.0,243.0,1,0,0,1,2,2,137,20,162,337,79919,1,1,79919
4,0,91.67,0.0,1,0,1,2,2,2,140,3,2,1,79920,2,1,79920
26,0,69.0,0.0,0,0,1,2,1,2,164,15,2,337,79921,2,1,79921
20,0,97.0,0.0,1,0,1,3,2,2,151,23,2,331,79922,2,1,79922
104,0,61.43,0.0,0,0,1,2,2,2,237,27,2,333,79923,2,1,79923
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79924,2,3,79924
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79925,2,3,79925
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79926,2,3,79926
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79927,2,3,79927
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79928,2,3,79928
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79929,2,3,79929
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79930,2,3,79930
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79931,2,3,79931
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79932,2,3,79932
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79933,2,3,79933
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79934,2,3,79934
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79935,2,3,79935
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79936,2,3,79936
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79937,2,3,79937
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79938,2,3,79938
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79939,2,3,79939
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79940,2,3,79940
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79941,2,3,79941
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79942,2,3,79942
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79943,2,3,79943
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79944,2,3,79944
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79945,2,3,79945
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79946,2,3,79946
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79947,2,3,79947
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79948,2,3,79948
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79949,2,3,79949
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79950,2,3,79950
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79951,2,3,79951
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79952,2,3,79952
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79953,2,3,79953
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79954,2,3,79954
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79955,2,3,79955
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79956,2,3,79956
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79957,2,3,79957
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79958,2,3,79958
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79959,2,3,79959
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79960,2,3,79960
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79961,2,3,79961
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79962,2,3,79962
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79963,2,3,79963
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79964,2,3,79964
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79965,2,3,79965
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79966,2,3,79966
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79967,2,3,79967
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79968,2,3,79968
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79969,2,3,79969
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79970,2,3,79970
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79971,2,3,79971
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79972,2,3,79972
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79973,2,3,79973
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79974,2,3,79974
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79975,2,3,79975
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79976,2,3,79976
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79977,2,3,79977
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79978,2,3,79978
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79979,2,3,79979
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79980,2,3,79980
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79981,2,3,79981
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79982,2,3,79982
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79983,2,3,79983
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79984,2,3,79984
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79985,2,3,79985
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79986,2,3,79986
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79987,2,3,79987
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79988,2,3,79988
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79989,2,3,79989
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79990,2,3,79990
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79991,2,3,79991
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79992,2,3,79992
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79993,2,3,79993
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79994,2,3,79994
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79995,2,3,79995
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79996,2,3,79996
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79997,2,3,79997
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79998,2,3,79998
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,79999,2,3,79999
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80000,2,3,80000
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80001,2,3,80001
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80002,2,3,80002
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80003,2,3,80003
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80004,2,3,80004
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80005,2,3,80005
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80006,2,3,80006
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80007,2,3,80007
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80008,2,3,80008
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80009,2,3,80009
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80010,2,3,80010
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80011,2,3,80011
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80012,2,3,80012
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80013,2,3,80013
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80014,2,3,80014
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80015,2,3,80015
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80016,2,3,80016
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80017,2,3,80017
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80018,2,3,80018
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80019,2,3,80019
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80020,2,3,80020
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80021,2,3,80021
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80022,2,3,80022
34,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80023,2,3,80023
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80024,2,3,80024
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80025,2,3,80025
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80026,2,3,80026
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80027,2,3,80027
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80028,2,3,80028
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80029,2,3,80029
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80030,2,3,80030
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80031,2,3,80031
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80032,2,3,80032
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80033,2,3,80033
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80034,2,3,80034
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80035,2,3,80035
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80036,2,3,80036
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80037,2,3,80037
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80038,2,3,80038
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80039,2,3,80039
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80040,2,3,80040
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80041,2,3,80041
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80042,2,3,80042
25,0,90.0,0.0,0,0,1,2,1,2,160,2,2,348,80043,2,3,80043
22,0,62.0,0.0,0,0,1,6,1,2,140,1,2,8,80044,2,1,80044
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80045,2,3,80045
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80046,2,3,80046
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80047,2,3,80047
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80048,2,3,80048
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80049,2,3,80049
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80050,2,3,80050
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80051,2,3,80051
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80052,2,3,80052
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80053,2,3,80053
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80054,2,3,80054
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80055,2,3,80055
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80056,2,3,80056
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80057,2,3,80057
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80058,2,3,80058
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80059,2,3,80059
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80060,2,3,80060
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80061,2,3,80061
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80062,2,3,80062
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80063,2,3,80063
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80064,2,3,80064
221,15,80.0,0.0,0,0,1,2,2,2,338,14,2,19,80065,2,3,80065
1,0,91.0,91.0,0,0,0,4,1,2,140,1,2,331,80066,1,1,80066
22,0,62.0,62.0,1,1,0,5,1,2,140,1,23,8,80067,1,1,80067
22,0,62.0,62.0,0,0,0,5,1,2,140,1,2,8,80068,1,1,80068
22,0,62.0,62.0,0,0,0,5,1,2,140,1,2,8,80069,1,1,80069
22,0,62.0,62.0,1,1,0,6,1,2,140,1,23,8,80070,1,1,80070
8,0,84.0,168.0,1,1,0,2,2,2,268,2,23,8,80071,1,1,80071
22,0,62.0,62.0,0,0,0,5,1,2,140,1,2,8,80072,1,1,80072
22,0,62.0,62.0,0,0,0,5,1,2,140,1,2,8,80073,1,1,80073
22,0,62.0,62.0,1,1,0,5,1,2,140,1,23,8,80074,1,1,80074
22,0,62.0,62.0,0,0,0,6,1,2,140,1,2,8,80075,1,1,80075
0,0,79.0,79.0,0,0,0,1,1,2,140,1,2,1,80076,1,1,80076
0,0,89.0,89.0,0,0,0,1,2,2,140,1,2,1,80077,1,1,80077
22,0,62.0,62.0,1,1,0,5,1,2,140,1,23,8,80078,1,1,80078
0,0,89.0,89.0,0,0,0,1,2,2,140,1,2,1,80079,1,1,80079
22,0,62.0,62.0,0,0,0,5,1,2,140,1,2,8,80080,1,1,80080
22,0,71.0,71.0,0,0,0,5,1,2,140,1,2,8,80081,1,1,80081
22,0,62.0,62.0,0,0,0,5,1,2,140,1,2,8,80082,1,1,80082
22,0,62.0,62.0,0,0,0,5,1,2,140,1,55,8,80083,1,1,80083
11,0,85.0,85.0,1,0,0,4,2,2,140,1,103,331,80084,1,1,80084
4,0,100.0,100.0,2,0,0,4,1,2,140,1,34,331,80085,1,1,80085
20,0,68.85,481.94999999999993,1,0,0,4,1,2,134,7,2,331,80086,1,1,80086
53,0,60.0,240.0,0,0,0,1,2,2,137,15,13,341,80087,1,1,80087
13,0,85.0,255.0,1,0,0,4,2,2,138,20,103,331,80088,1,1,80088
